Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	Classification
F2_F2RL1	F2	coagulation factor II (thrombin)	F2RL1	coagulation factor II (thrombin) receptor-like 1	other
F2_F2RL2	F2	coagulation factor II (thrombin)	F2RL2	coagulation factor II (thrombin) receptor-like 2	other
F2_F2RL3	F2	coagulation factor II (thrombin)	F2RL3	coagulation factor II (thrombin) receptor-like 3	other
F2_GP1BA	F2	coagulation factor II (thrombin)	GP1BA	glycoprotein Ib (platelet), alpha polypeptide	other
F2_GP1BB	F2	coagulation factor II (thrombin)	GP1BB	glycoprotein Ib (platelet), beta polypeptide	other
F2_GP9	F2	coagulation factor II (thrombin)	GP9	glycoprotein IX (platelet)	other
F2_ITGA2B	F2	coagulation factor II (thrombin)	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	other
F2_THBD	F2	coagulation factor II (thrombin)	THBD	thrombomodulin	other
F7_F3	F7	coagulation factor VII (serum prothrombin conversion accelerator)	F3	coagulation factor III (thromboplastin, tissue factor)	other
F8_ASGR2	F8	coagulation factor VIII, procoagulant component	ASGR2	asialoglycoprotein receptor 2	other
F8_LDLR	F8	coagulation factor VIII, procoagulant component	LDLR	low density lipoprotein receptor	other
F8_LRP1	F8	coagulation factor VIII, procoagulant component	LRP1	low density lipoprotein receptor-related protein 1	other
F9_LRP1	F9	coagulation factor IX	LRP1	low density lipoprotein receptor-related protein 1	other
FARP2_PLXNA1	FARP2	FERM, RhoGEF and pleckstrin domain protein 2	PLXNA1	plexin A1	other
FARP2_PLXNA2	FARP2	FERM, RhoGEF and pleckstrin domain protein 2	PLXNA2	plexin A2	other
FARP2_PLXNA3	FARP2	FERM, RhoGEF and pleckstrin domain protein 2	PLXNA3	plexin A3	other
FARP2_PLXNA4	FARP2	FERM, RhoGEF and pleckstrin domain protein 2	PLXNA4	plexin A4	other
FASLG_FAS	FASLG	Fas ligand (TNF superfamily, member 6)	FAS	Fas cell surface death receptor	other
FASLG_TNFRSF1A	FASLG	Fas ligand (TNF superfamily, member 6)	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	other
FASLG_TNFRSF6B	FASLG	Fas ligand (TNF superfamily, member 6)	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	other
FAT4_DCHS1	FAT4	FAT atypical cadherin 4	DCHS1	dachsous cadherin-related 1	other
FBLN1_ITGB1	FBLN1	fibulin 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
FBLN2_ITGB3	FBLN2	fibulin 2	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	other
FBN1_ITGA5	FBN1	fibrillin 1	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	other
FBN1_ITGAV	FBN1	fibrillin 1	ITGAV	integrin, alpha V	other
FBN1_ITGB1	FBN1	fibrillin 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
FBN1_ITGB3	FBN1	fibrillin 1	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	other
FBN1_ITGB6	FBN1	fibrillin 1	ITGB6	integrin, beta 6	other
FCN2_LRP1	FCN2	ficolin (collagen/fibrinogen domain containing lectin) 2	LRP1	low density lipoprotein receptor-related protein 1	other
FGA_CDH5	FGA	fibrinogen alpha chain	CDH5	cadherin 5, type 2 (vascular endothelium)	other
FGA_ITGA2B	FGA	fibrinogen alpha chain	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	other
FGA_ITGA5	FGA	fibrinogen alpha chain	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	other
FGA_ITGAD	FGA	fibrinogen alpha chain	ITGAD	integrin, alpha D	other
FGA_ITGAM	FGA	fibrinogen alpha chain	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	other
FGA_ITGAV	FGA	fibrinogen alpha chain	ITGAV	integrin, alpha V	other
FGA_ITGAX	FGA	fibrinogen alpha chain	ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)	other
FGA_ITGB1	FGA	fibrinogen alpha chain	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
FGA_ITGB2	FGA	fibrinogen alpha chain	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	other
FGA_ITGB3	FGA	fibrinogen alpha chain	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	other
FGA_PLAUR	FGA	fibrinogen alpha chain	PLAUR	plasminogen activator, urokinase receptor	other
FGB_ITGA2B	FGB	fibrinogen beta chain	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	other
FGB_ITGA5	FGB	fibrinogen beta chain	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	other
FGB_ITGAM	FGB	fibrinogen beta chain	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	other
FGB_ITGAV	FGB	fibrinogen beta chain	ITGAV	integrin, alpha V	other
FGB_ITGB1	FGB	fibrinogen beta chain	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
FGB_ITGB2	FGB	fibrinogen beta chain	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	other
FGF10_FGFR1	FGF10	fibroblast growth factor 10	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF10_FGFR2	FGF10	fibroblast growth factor 10	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF10_FGFR3	FGF10	fibroblast growth factor 10	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF10_FGFR4	FGF10	fibroblast growth factor 10	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF11_FGFR1	FGF11	fibroblast growth factor 11	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF11_FGFR2	FGF11	fibroblast growth factor 11	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF11_FGFR3	FGF11	fibroblast growth factor 11	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF11_FGFR4	FGF11	fibroblast growth factor 11	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF12_FGFR1	FGF12	fibroblast growth factor 12	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF12_FGFR2	FGF12	fibroblast growth factor 12	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF12_FGFR3	FGF12	fibroblast growth factor 12	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF12_FGFR4	FGF12	fibroblast growth factor 12	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF13_EGFR	FGF13	fibroblast growth factor 13	EGFR	epidermal growth factor receptor	growth factor
FGF13_FGFR1	FGF13	fibroblast growth factor 13	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF13_FGFR2	FGF13	fibroblast growth factor 13	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF13_FGFR3	FGF13	fibroblast growth factor 13	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF13_FGFR4	FGF13	fibroblast growth factor 13	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF13_SCN5A	FGF13	fibroblast growth factor 13	SCN5A	sodium channel, voltage-gated, type V, alpha subunit	growth factor
FGF13_SCN8A	FGF13	fibroblast growth factor 13	SCN8A	sodium channel, voltage gated, type VIII, alpha subunit	growth factor
FGF14_FGFR1	FGF14	fibroblast growth factor 14	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF14_FGFR2	FGF14	fibroblast growth factor 14	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF14_FGFR3	FGF14	fibroblast growth factor 14	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF14_FGFR4	FGF14	fibroblast growth factor 14	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF16_FGFR1	FGF16	fibroblast growth factor 16	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF16_FGFR2	FGF16	fibroblast growth factor 16	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF16_FGFR3	FGF16	fibroblast growth factor 16	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF16_FGFR4	FGF16	fibroblast growth factor 16	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF17_FGFR1	FGF17	fibroblast growth factor 17	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF17_FGFR2	FGF17	fibroblast growth factor 17	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF17_FGFR3	FGF17	fibroblast growth factor 17	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF17_FGFR4	FGF17	fibroblast growth factor 17	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF18_FGFR1	FGF18	fibroblast growth factor 18	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF18_FGFR2	FGF18	fibroblast growth factor 18	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF18_FGFR3	FGF18	fibroblast growth factor 18	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF18_FGFR4	FGF18	fibroblast growth factor 18	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF19_FGFR1	FGF19	fibroblast growth factor 19	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF19_FGFR2	FGF19	fibroblast growth factor 19	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF19_FGFR3	FGF19	fibroblast growth factor 19	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF19_FGFR4	FGF19	fibroblast growth factor 19	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF19_KLB	FGF19	fibroblast growth factor 19	KLB	klotho beta	growth factor
FGF1_CD44	FGF1	fibroblast growth factor 1 (acidic)	CD44	CD44 molecule (Indian blood group)	growth factor
FGF1_EGFR	FGF1	fibroblast growth factor 1 (acidic)	EGFR	epidermal growth factor receptor	growth factor
FGF1_FGFR1	FGF1	fibroblast growth factor 1 (acidic)	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF1_FGFR2	FGF1	fibroblast growth factor 1 (acidic)	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF1_FGFR3	FGF1	fibroblast growth factor 1 (acidic)	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF1_FGFR4	FGF1	fibroblast growth factor 1 (acidic)	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF1_FGFRL1	FGF1	fibroblast growth factor 1 (acidic)	FGFRL1	fibroblast growth factor receptor-like 1	growth factor
FGF1_NRP1	FGF1	fibroblast growth factor 1 (acidic)	NRP1	neuropilin 1	growth factor
FGF20_FGFR4	FGF20	fibroblast growth factor 20	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF21_FGFR2	FGF21	fibroblast growth factor 21	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF21_FGFR4	FGF21	fibroblast growth factor 21	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF22_FGFR2	FGF22	fibroblast growth factor 22	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF23_FGFR1	FGF23	fibroblast growth factor 23	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF23_FGFR2	FGF23	fibroblast growth factor 23	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF23_FGFR3	FGF23	fibroblast growth factor 23	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF23_FGFR4	FGF23	fibroblast growth factor 23	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF23_PHEX	FGF23	fibroblast growth factor 23	PHEX	phosphate regulating endopeptidase homolog, X-linked	growth factor
FGF2_CD44	FGF2	fibroblast growth factor 2 (basic)	CD44	CD44 molecule (Indian blood group)	growth factor
FGF2_FGFR1	FGF2	fibroblast growth factor 2 (basic)	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF2_FGFR2	FGF2	fibroblast growth factor 2 (basic)	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF2_FGFR3	FGF2	fibroblast growth factor 2 (basic)	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF2_FGFR4	FGF2	fibroblast growth factor 2 (basic)	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF2_FGFRL1	FGF2	fibroblast growth factor 2 (basic)	FGFRL1	fibroblast growth factor receptor-like 1	growth factor
FGF2_GPC4	FGF2	fibroblast growth factor 2 (basic)	GPC4	glypican 4	growth factor
FGF2_NRP1	FGF2	fibroblast growth factor 2 (basic)	NRP1	neuropilin 1	growth factor
FGF2_SDC1	FGF2	fibroblast growth factor 2 (basic)	SDC1	syndecan 1	growth factor
FGF2_SDC2	FGF2	fibroblast growth factor 2 (basic)	SDC2	syndecan 2	growth factor
FGF2_SDC3	FGF2	fibroblast growth factor 2 (basic)	SDC3	syndecan 3	growth factor
FGF2_SDC4	FGF2	fibroblast growth factor 2 (basic)	SDC4	syndecan 4	growth factor
FGF3_FGFR1	FGF3	fibroblast growth factor 3	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF3_FGFR2	FGF3	fibroblast growth factor 3	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF3_FGFR3	FGF3	fibroblast growth factor 3	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF3_FGFR4	FGF3	fibroblast growth factor 3	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF4_FGFR1	FGF4	fibroblast growth factor 4	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF4_FGFR2	FGF4	fibroblast growth factor 4	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF4_FGFR3	FGF4	fibroblast growth factor 4	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF4_FGFR4	FGF4	fibroblast growth factor 4	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF4_NRP1	FGF4	fibroblast growth factor 4	NRP1	neuropilin 1	growth factor
FGF5_FGFR1	FGF5	fibroblast growth factor 5	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF5_FGFR2	FGF5	fibroblast growth factor 5	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF5_FGFR3	FGF5	fibroblast growth factor 5	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF5_FGFR4	FGF5	fibroblast growth factor 5	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF6_FGFR1	FGF6	fibroblast growth factor 6	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF6_FGFR2	FGF6	fibroblast growth factor 6	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF6_FGFR3	FGF6	fibroblast growth factor 6	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF6_FGFR4	FGF6	fibroblast growth factor 6	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF6_SDC4	FGF6	fibroblast growth factor 6	SDC4	syndecan 4	growth factor
FGF7_FGFR1	FGF7	fibroblast growth factor 7	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF7_FGFR2	FGF7	fibroblast growth factor 7	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF7_FGFR3	FGF7	fibroblast growth factor 7	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF7_FGFR4	FGF7	fibroblast growth factor 7	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF7_NRP1	FGF7	fibroblast growth factor 7	NRP1	neuropilin 1	growth factor
FGF8_FGFR1	FGF8	fibroblast growth factor 8 (androgen-induced)	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF8_FGFR2	FGF8	fibroblast growth factor 8 (androgen-induced)	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF8_FGFR3	FGF8	fibroblast growth factor 8 (androgen-induced)	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF8_FGFR4	FGF8	fibroblast growth factor 8 (androgen-induced)	FGFR4	fibroblast growth factor receptor 4	growth factor
FGF9_FGFR1	FGF9	fibroblast growth factor 9	FGFR1	fibroblast growth factor receptor 1	growth factor
FGF9_FGFR2	FGF9	fibroblast growth factor 9	FGFR2	fibroblast growth factor receptor 2	growth factor
FGF9_FGFR3	FGF9	fibroblast growth factor 9	FGFR3	fibroblast growth factor receptor 3	growth factor
FGF9_FGFR4	FGF9	fibroblast growth factor 9	FGFR4	fibroblast growth factor receptor 4	growth factor
FGG_ITGA2B	FGG	fibrinogen gamma chain	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	other
FGG_ITGA5	FGG	fibrinogen gamma chain	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	other
FGG_ITGAV	FGG	fibrinogen gamma chain	ITGAV	integrin, alpha V	other
FGG_ITGB1	FGG	fibrinogen gamma chain	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
FGG_ITGB2	FGG	fibrinogen gamma chain	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	other
FGL1_EGFR	FGL1	fibrinogen-like 1	EGFR	epidermal growth factor receptor	other
FIGF_FLT1	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	FLT1	fms-related tyrosine kinase 1	growth factor
FIGF_FLT4	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	FLT4	fms-related tyrosine kinase 4	growth factor
FIGF_ITGA1	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	ITGA1	integrin, alpha 1	growth factor
FIGF_ITGA2	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	growth factor
FIGF_ITGA4	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	growth factor
FIGF_ITGA5	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	growth factor
FIGF_ITGA9	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	ITGA9	integrin, alpha 9	growth factor
FIGF_ITGB1	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	growth factor
FIGF_KDR	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	growth factor
FIGF_NRP2	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	NRP2	neuropilin 2	growth factor
FLT3LG_FLT3	FLT3LG	fms-related tyrosine kinase 3 ligand	FLT3	fms-related tyrosine kinase 3	other
FN1_C5AR1	FN1	fibronectin 1	C5AR1	complement component 5a receptor 1	other
FN1_CD44	FN1	fibronectin 1	CD44	CD44 molecule (Indian blood group)	other
FN1_CD79A	FN1	fibronectin 1	CD79A	CD79a molecule, immunoglobulin-associated alpha	other
FN1_COL13A1	FN1	fibronectin 1	COL13A1	collagen, type XIII, alpha 1	other
FN1_FLT4	FN1	fibronectin 1	FLT4	fms-related tyrosine kinase 4	other
FN1_IL17RC	FN1	fibronectin 1	IL17RC	interleukin 17 receptor C	other
FN1_ITGA2	FN1	fibronectin 1	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	other
FN1_ITGA2B	FN1	fibronectin 1	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	other
FN1_ITGA3	FN1	fibronectin 1	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	other
FN1_ITGA4	FN1	fibronectin 1	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	other
FN1_ITGA5	FN1	fibronectin 1	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	other
FN1_ITGA6	FN1	fibronectin 1	ITGA6	integrin, alpha 6	other
FN1_ITGA8	FN1	fibronectin 1	ITGA8	integrin, alpha 8	other
FN1_ITGA9	FN1	fibronectin 1	ITGA9	integrin, alpha 9	other
FN1_ITGAV	FN1	fibronectin 1	ITGAV	integrin, alpha V	other
FN1_ITGB1	FN1	fibronectin 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
FN1_ITGB3	FN1	fibronectin 1	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	other
FN1_ITGB6	FN1	fibronectin 1	ITGB6	integrin, beta 6	other
FN1_ITGB7	FN1	fibronectin 1	ITGB7	integrin, beta 7	other
FN1_ITGB8	FN1	fibronectin 1	ITGB8	integrin, beta 8	other
FN1_MAG	FN1	fibronectin 1	MAG	myelin associated glycoprotein	other
FN1_NT5E	FN1	fibronectin 1	NT5E	5'-nucleotidase, ecto (CD73)	other
FN1_PLAUR	FN1	fibronectin 1	PLAUR	plasminogen activator, urokinase receptor	other
FN1_ROBO4	FN1	fibronectin 1	ROBO4	roundabout, axon guidance receptor, homolog 4 (Drosophila)	other
FN1_SDC2	FN1	fibronectin 1	SDC2	syndecan 2	other
FN1_TMPRSS6	FN1	fibronectin 1	TMPRSS6	transmembrane protease, serine 6	other
FN1_TNFRSF11B	FN1	fibronectin 1	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	other
FN1_TSHR	FN1	fibronectin 1	TSHR	thyroid stimulating hormone receptor	other
FSHB_FSHR	FSHB	follicle stimulating hormone, beta polypeptide	FSHR	follicle stimulating hormone receptor	other
FST_BMPR1B	FST	follistatin	BMPR1B	bone morphogenetic protein receptor, type IB	other
FST_BMPR2	FST	follistatin	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	other
FST_HFE2	FST	follistatin	HFE2	hemochromatosis type 2 (juvenile)	other
GAD1_GRM4	GAD1	glutamate decarboxylase 1 (brain, 67kDa)	GRM4	glutamate receptor, metabotropic 4	other
GALP_GALR1	GALP	galanin-like peptide	GALR1	galanin receptor 1	other
GALP_GALR2	GALP	galanin-like peptide	GALR2	galanin receptor 2	other
GALP_GALR3	GALP	galanin-like peptide	GALR3	galanin receptor 3	other
GAL_GALR1	GAL	galanin/GMAP prepropeptide	GALR1	galanin receptor 1	other
GAL_GALR2	GAL	galanin/GMAP prepropeptide	GALR2	galanin receptor 2	other
GAL_GALR3	GAL	galanin/GMAP prepropeptide	GALR3	galanin receptor 3	other
GAL_GPR151	GAL	galanin/GMAP prepropeptide	GPR151	G protein-coupled receptor 151	other
GAS6_AXL	GAS6	growth arrest-specific 6	AXL	AXL receptor tyrosine kinase	other
GAS6_MERTK	GAS6	growth arrest-specific 6	MERTK	c-mer proto-oncogene tyrosine kinase	other
GAS6_TYRO3	GAS6	growth arrest-specific 6	TYRO3	TYRO3 protein tyrosine kinase	other
GAST_CCKBR	GAST	gastrin	CCKBR	cholecystokinin B receptor	other
GCG_GCGR	GCG	glucagon	GCGR	glucagon receptor	other
GCG_GLP1R	GCG	glucagon	GLP1R	glucagon-like peptide 1 receptor	other
GCG_GLP2R	GCG	glucagon	GLP2R	glucagon-like peptide 2 receptor	other
GDF10_ACVR1B	GDF10	growth differentiation factor 10	ACVR1B	activin A receptor, type IB	other
GDF11_ACVR1B	GDF11	growth differentiation factor 11	ACVR1B	activin A receptor, type IB	other
GDF11_ACVR2A	GDF11	growth differentiation factor 11	ACVR2A	activin A receptor, type IIA	other
GDF11_ACVR2B	GDF11	growth differentiation factor 11	ACVR2B	activin A receptor, type IIB	other
GDF2_ACVR1	GDF2	growth differentiation factor 2	ACVR1	activin A receptor, type I	other
GDF2_ACVR2A	GDF2	growth differentiation factor 2	ACVR2A	activin A receptor, type IIA	other
GDF2_ACVR2B	GDF2	growth differentiation factor 2	ACVR2B	activin A receptor, type IIB	other
GDF2_ACVRL1	GDF2	growth differentiation factor 2	ACVRL1	activin A receptor type II-like 1	other
GDF2_BMPR2	GDF2	growth differentiation factor 2	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	other
GDF2_ENG	GDF2	growth differentiation factor 2	ENG	endoglin	other
GDF5_ACVR1	GDF5	growth differentiation factor 5	ACVR1	activin A receptor, type I	other
GDF5_ACVR2A	GDF5	growth differentiation factor 5	ACVR2A	activin A receptor, type IIA	other
GDF5_ACVR2B	GDF5	growth differentiation factor 5	ACVR2B	activin A receptor, type IIB	other
GDF5_BMPR1A	GDF5	growth differentiation factor 5	BMPR1A	bone morphogenetic protein receptor, type IA	other
GDF5_BMPR1B	GDF5	growth differentiation factor 5	BMPR1B	bone morphogenetic protein receptor, type IB	other
GDF5_BMPR2	GDF5	growth differentiation factor 5	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	other
